GISLINK,FOLIO,PID,LEGAL_TYPE,UNIT,HOUSE,STREET,taxyear,assess_abbreviation,assess_type,land_gross,land_net,impr_gross,impr_net,Exemption,ObjectId
023-183-969,8590068,023-183-969,STRATA,,2736,GOSWORTH RD,2025,Residential,SCHOOL,621000,621000,212000,212000,0,60093
08590069,8590069,025-983-580,LAND,,1450,HILLSIDE AVE,2025,Residential,GENERAL,10859000,0,2390000,0,13249000,60094
08590069,8590069,025-983-580,LAND,,1450,HILLSIDE AVE,2025,Residential,SCHOOL,10859000,0,2390000,0,13249000,60095
08590070,8590070,025-983-598,LAND,,1454,HILLSIDE AVE,2025,Business,GENERAL,224000,0,138000,0,362000,60096
08590070,8590070,025-983-598,LAND,,1454,HILLSIDE AVE,2025,Business,SCHOOL,224000,0,138000,0,362000,60097
08590071,8590071,026-918-625,LAND,,1409,EDGEWARE RD,2025,Residential,GENERAL,671000,671000,805000,805000,0,60098
08590071,8590071,026-918-625,LAND,,1409,EDGEWARE RD,2025,Residential,SCHOOL,671000,671000,805000,805000,0,60099
08590072,8590072,026-918-633,LAND,,2859,CEDAR HILL RD,2025,Residential,GENERAL,603000,603000,118000,118000,0,60100
08590072,8590072,026-918-633,LAND,,2859,CEDAR HILL RD,2025,Residential,SCHOOL,603000,603000,118000,118000,0,60101
08590073,8590073,026-918-641,LAND,,2855,CEDAR HILL RD,2025,Residential,GENERAL,596000,596000,206000,206000,0,60102
08590073,8590073,026-918-641,LAND,,2855,CEDAR HILL RD,2025,Residential,SCHOOL,596000,596000,206000,206000,0,60103
V05901063,8590074,028-178-963,LAND,,1459,WESTALL AVE,2025,Residential,GENERAL,660000,660000,200000,200000,0,60104
V05901063,8590074,028-178-963,LAND,,1459,WESTALL AVE,2025,Residential,SCHOOL,660000,660000,200000,200000,0,60105
V05901064,8590075,028-178-971,LAND,,1457,WESTALL AVE,2025,Residential,GENERAL,601000,601000,339000,339000,0,60106
V05901064,8590075,028-178-971,LAND,,1457,WESTALL AVE,2025,Residential,SCHOOL,601000,601000,339000,339000,0,60107
V05901065,8590076,028-178-980,LAND,,1455,WESTALL AVE,2025,Residential,GENERAL,705000,705000,148000,148000,0,60108
V05901065,8590076,028-178-980,LAND,,1455,WESTALL AVE,2025,Residential,SCHOOL,705000,705000,148000,148000,0,60109
,8590077,,OTHER,,1454,HILLSIDE AVE,2025,Residential,GENERAL,7244000,0,4487000,0,11731000,60110
,8590077,,OTHER,,1454,HILLSIDE AVE,2025,Residential,SCHOOL,7244000,0,4487000,0,11731000,60111
V05901067,8590083,030-857-554,LAND,,2756,GOSWORTH RD,2025,Residential,GENERAL,589000,589000,754000,754000,0,60112
V05901067,8590083,030-857-554,LAND,,2756,GOSWORTH RD,2025,Residential,SCHOOL,589000,589000,754000,754000,0,60113
V05901068,8590084,030-857-562,LAND,,2750,GOSWORTH RD,2025,Residential,GENERAL,570000,570000,850000,850000,0,60114
V05901068,8590084,030-857-562,LAND,,2750,GOSWORTH RD,2025,Residential,SCHOOL,570000,570000,850000,850000,0,60115
V05901069,8590085,030-857-571,LAND,,2746,GOSWORTH RD,2025,Residential,GENERAL,569000,569000,825000,825000,0,60116
V05901069,8590085,030-857-571,LAND,,2746,GOSWORTH RD,2025,Residential,SCHOOL,569000,569000,825000,825000,0,60117
V05901070,8590086,030-857-589,LAND,,1491,EDGEWARE RD,2025,Residential,GENERAL,607000,607000,814000,814000,0,60118
V05901070,8590086,030-857-589,LAND,,1491,EDGEWARE RD,2025,Residential,SCHOOL,607000,607000,814000,814000,0,60119
08591004,8591004,009-158-189,LAND,,1455,HILLSIDE AVE,2025,Residential,GENERAL,642000,642000,380000,380000,0,60120
08591004,8591004,009-158-189,LAND,,1455,HILLSIDE AVE,2025,Residential,SCHOOL,642000,642000,380000,380000,0,60121
08591005,8591005,005-687-012,LAND,,1457,HILLSIDE AVE,2025,Residential,GENERAL,605000,605000,54800,54800,0,60122
08591005,8591005,005-687-012,LAND,,1457,HILLSIDE AVE,2025,Residential,SCHOOL,605000,605000,54800,54800,0,60123
08588071,8588071,024-787-566,LAND,,2941,CEDAR HILL RD,2025,Residential,GENERAL,659000,659000,269000,269000,0,60124
08590013,8590013,000-686-638,LAND,,1475,EDGEWARE RD,2025,Residential,GENERAL,644000,644000,374000,374000,0,60125
08590024,8590024,007-146-400,LAND,,1448,WESTALL AVE,2025,Residential,SCHOOL,729000,729000,124000,124000,0,60126
017-453-518,8591043,017-453-518,STRATA,6,1441,HILLSIDE AVE,2025,Residential,SCHOOL,602000,602000,224000,224000,0,60127
08591008,8591008,005-687-047,LAND,,1469,HILLSIDE AVE,2025,Residential,SCHOOL,605000,605000,25600,25600,0,60128
08588044,8588044,000-401-943,LAND,,1452,EDGEWARE RD,2025,Residential,GENERAL,833000,833000,239000,239000,0,60129
08588071,8588071,024-787-566,LAND,,2941,CEDAR HILL RD,2025,Residential,SCHOOL,659000,659000,269000,269000,0,60130
08590013,8590013,000-686-638,LAND,,1475,EDGEWARE RD,2025,Residential,SCHOOL,644000,644000,374000,374000,0,60131
08591009,8591009,005-687-063,LAND,,1473,HILLSIDE AVE,2025,Residential,GENERAL,605000,605000,203000,203000,0,60132
017-453-526,8591044,017-453-526,STRATA,7,1441,HILLSIDE AVE,2025,Residential,GENERAL,616000,616000,225000,225000,0,60133
08588044,8588044,000-401-943,LAND,,1452,EDGEWARE RD,2025,Residential,SCHOOL,833000,833000,239000,239000,0,60134
08590025,8590025,007-146-418,LAND,,1446,WESTALL AVE,2025,Residential,GENERAL,728000,728000,177000,177000,0,60135
08589001,8589001,001-104-977,LAND,,3003,CEDAR HILL RD,2025,Residential,GENERAL,731000,731000,153000,153000,0,60136
08590014,8590014,007-629-478,LAND,,1479,EDGEWARE RD,2025,Residential,GENERAL,644000,644000,197000,197000,0,60137
08591009,8591009,005-687-063,LAND,,1473,HILLSIDE AVE,2025,Residential,SCHOOL,605000,605000,203000,203000,0,60138
017-453-526,8591044,017-453-526,STRATA,7,1441,HILLSIDE AVE,2025,Residential,SCHOOL,616000,616000,225000,225000,0,60139
08588045,8588045,003-431-193,LAND,,1450,EDGEWARE RD,2025,Residential,GENERAL,721000,721000,180000,180000,0,60140
08590025,8590025,007-146-418,LAND,,1446,WESTALL AVE,2025,Residential,SCHOOL,728000,728000,177000,177000,0,60141
08589001,8589001,001-104-977,LAND,,3003,CEDAR HILL RD,2025,Residential,SCHOOL,731000,731000,153000,153000,0,60142
08590014,8590014,007-629-478,LAND,,1479,EDGEWARE RD,2025,Residential,SCHOOL,644000,644000,197000,197000,0,60143
08591010,8591010,005-687-080,LAND,,1477,HILLSIDE AVE,2025,Residential,GENERAL,605000,605000,26700,26700,0,60144
017-453-534,8591045,017-453-534,STRATA,8,1441,HILLSIDE AVE,2025,Residential,GENERAL,609000,609000,205000,205000,0,60145
08588045,8588045,003-431-193,LAND,,1450,EDGEWARE RD,2025,Residential,SCHOOL,721000,721000,180000,180000,0,60146
08590026,8590026,007-146-426,LAND,,1444,WESTALL AVE,2025,Residential,GENERAL,726000,726000,124000,124000,0,60147
08589003,8589003,003-625-711,LAND,,3011,CEDAR HILL RD,2025,Residential,GENERAL,721000,721000,202000,202000,0,60148
08590015,8590015,007-629-486,LAND,,1483,EDGEWARE RD,2025,Residential,GENERAL,753000,753000,195000,195000,0,60149
08591010,8591010,005-687-080,LAND,,1477,HILLSIDE AVE,2025,Residential,SCHOOL,605000,605000,26700,26700,0,60150
017-453-534,8591045,017-453-534,STRATA,8,1441,HILLSIDE AVE,2025,Residential,SCHOOL,609000,609000,205000,205000,0,60151
V05911027,8591046,029-066-964,LAND,,1492,MYRTLE AVE,2025,Residential,GENERAL,702000,702000,46200,46200,0,60152
V05911027,8591046,029-066-964,LAND,,1492,MYRTLE AVE,2025,Residential,SCHOOL,702000,702000,46200,46200,0,60153
V05911028,8591047,029-066-972,LAND,,1498,MYRTLE AVE,2025,Residential,GENERAL,703000,703000,59200,59200,0,60154
V05911028,8591047,029-066-972,LAND,,1498,MYRTLE AVE,2025,Residential,SCHOOL,703000,703000,59200,59200,0,60155
V05911029,8591048,029-066-981,LAND,,2958,BELMONT AVE,2025,Residential,GENERAL,568000,568000,396000,396000,0,60156
V05911029,8591048,029-066-981,LAND,,2958,BELMONT AVE,2025,Residential,SCHOOL,568000,568000,396000,396000,0,60157
000-399-019,8592013,000-399-019,STRATA,108,1525,HILLSIDE AVE,2025,Residential,GENERAL,372000,372000,27300,27300,0,60158
000-399-019,8592013,000-399-019,STRATA,108,1525,HILLSIDE AVE,2025,Residential,SCHOOL,372000,372000,27300,27300,0,60159
000-399-027,8592014,000-399-027,STRATA,111,1525,HILLSIDE AVE,2025,Residential,GENERAL,369000,369000,28600,28600,0,60160
000-399-027,8592014,000-399-027,STRATA,111,1525,HILLSIDE AVE,2025,Residential,SCHOOL,369000,369000,28600,28600,0,60161
000-399-035,8592015,000-399-035,STRATA,114,1525,HILLSIDE AVE,2025,Residential,GENERAL,376000,376000,28600,28600,0,60162
000-399-035,8592015,000-399-035,STRATA,114,1525,HILLSIDE AVE,2025,Residential,SCHOOL,376000,376000,28600,28600,0,60163
000-399-051,8592016,000-399-051,STRATA,116,1525,HILLSIDE AVE,2025,Residential,GENERAL,371000,371000,28100,28100,0,60164
000-399-051,8592016,000-399-051,STRATA,116,1525,HILLSIDE AVE,2025,Residential,SCHOOL,371000,371000,28100,28100,0,60165
000-399-060,8592017,000-399-060,STRATA,201,1525,HILLSIDE AVE,2025,Residential,GENERAL,300000,300000,20900,20900,0,60166
000-399-060,8592017,000-399-060,STRATA,201,1525,HILLSIDE AVE,2025,Residential,SCHOOL,300000,300000,20900,20900,0,60167
000-399-078,8592018,000-399-078,STRATA,202,1525,HILLSIDE AVE,2025,Residential,GENERAL,304000,304000,20900,20900,0,60168
000-399-078,8592018,000-399-078,STRATA,202,1525,HILLSIDE AVE,2025,Residential,SCHOOL,304000,304000,20900,20900,0,60169
000-399-086,8592019,000-399-086,STRATA,203,1525,HILLSIDE AVE,2025,Residential,GENERAL,303000,303000,21300,21300,0,60170
000-399-086,8592019,000-399-086,STRATA,203,1525,HILLSIDE AVE,2025,Residential,SCHOOL,303000,303000,21300,21300,0,60171
000-064-840,8592020,000-064-840,STRATA,204,1525,HILLSIDE AVE,2025,Residential,GENERAL,303000,303000,21200,21200,0,60172
000-064-840,8592020,000-064-840,STRATA,204,1525,HILLSIDE AVE,2025,Residential,SCHOOL,303000,303000,21200,21200,0,60173
000-399-094,8592021,000-399-094,STRATA,205,1525,HILLSIDE AVE,2025,Residential,GENERAL,298000,298000,21200,21200,0,60174
000-399-094,8592021,000-399-094,STRATA,205,1525,HILLSIDE AVE,2025,Residential,SCHOOL,298000,298000,21200,21200,0,60175
000-399-108,8592022,000-399-108,STRATA,206,1525,HILLSIDE AVE,2025,Residential,GENERAL,338000,338000,25000,25000,0,60176
000-399-108,8592022,000-399-108,STRATA,206,1525,HILLSIDE AVE,2025,Residential,SCHOOL,338000,338000,25000,25000,0,60177
000-027-634,8592023,000-027-634,STRATA,207,1525,HILLSIDE AVE,2025,Residential,GENERAL,277000,277000,19000,19000,0,60178
000-027-634,8592023,000-027-634,STRATA,207,1525,HILLSIDE AVE,2025,Residential,SCHOOL,277000,277000,19000,19000,0,60179
000-399-124,8592024,000-399-124,STRATA,208,1525,HILLSIDE AVE,2025,Residential,GENERAL,363000,363000,27100,27100,0,60180
000-399-124,8592024,000-399-124,STRATA,208,1525,HILLSIDE AVE,2025,Residential,SCHOOL,363000,363000,27100,27100,0,60181
000-083-607,8592025,000-083-607,STRATA,209,1525,HILLSIDE AVE,2025,Residential,GENERAL,309000,309000,21700,21700,0,60182
000-083-607,8592025,000-083-607,STRATA,209,1525,HILLSIDE AVE,2025,Residential,SCHOOL,309000,309000,21700,21700,0,60183
000-399-132,8592026,000-399-132,STRATA,210,1525,HILLSIDE AVE,2025,Residential,GENERAL,370000,370000,28600,28600,0,60184
000-399-132,8592026,000-399-132,STRATA,210,1525,HILLSIDE AVE,2025,Residential,SCHOOL,370000,370000,28600,28600,0,60185
000-170-631,8592027,000-170-631,STRATA,211,1525,HILLSIDE AVE,2025,Residential,GENERAL,369000,369000,28400,28400,0,60186
000-170-631,8592027,000-170-631,STRATA,211,1525,HILLSIDE AVE,2025,Residential,SCHOOL,369000,369000,28400,28400,0,60187
000-399-141,8592028,000-399-141,STRATA,212,1525,HILLSIDE AVE,2025,Residential,GENERAL,362000,362000,28200,28200,0,60188
000-399-141,8592028,000-399-141,STRATA,212,1525,HILLSIDE AVE,2025,Residential,SCHOOL,362000,362000,28200,28200,0,60189
000-399-159,8592029,000-399-159,STRATA,214,1525,HILLSIDE AVE,2025,Residential,GENERAL,369000,369000,28300,28300,0,60190
000-399-159,8592029,000-399-159,STRATA,214,1525,HILLSIDE AVE,2025,Residential,SCHOOL,369000,369000,28300,28300,0,60191
08589003,8589003,003-625-711,LAND,,3011,CEDAR HILL RD,2025,Residential,SCHOOL,721000,721000,202000,202000,0,60192
08588046,8588046,007-827-725,LAND,,1448,EDGEWARE RD,2025,Residential,GENERAL,722000,722000,298000,298000,0,60193
08590015,8590015,007-629-486,LAND,,1483,EDGEWARE RD,2025,Residential,SCHOOL,753000,753000,195000,195000,0,60194
08588046,8588046,007-827-725,LAND,,1448,EDGEWARE RD,2025,Residential,SCHOOL,722000,722000,298000,298000,0,60195
V05891031,8589004,000-056-189,LAND,,3015,CEDAR HILL RD,2025,Residential,GENERAL,781000,781000,140000,140000,0,60196
08588047,8588047,007-827-733,LAND,,1444,EDGEWARE RD,2025,Residential,GENERAL,723000,723000,231000,231000,0,60197
08590016,8590016,001-125-338,LAND,,1487,EDGEWARE RD,2025,Residential,GENERAL,747000,747000,215000,215000,0,60198
V05891031,8589004,000-056-189,LAND,,3015,CEDAR HILL RD,2025,Residential,SCHOOL,781000,781000,140000,140000,0,60199
08588047,8588047,007-827-733,LAND,,1444,EDGEWARE RD,2025,Residential,SCHOOL,723000,723000,231000,231000,0,60200
08590016,8590016,001-125-338,LAND,,1487,EDGEWARE RD,2025,Residential,SCHOOL,747000,747000,215000,215000,0,60201
08589005,8589005,005-067-944,LAND,,3025,CEDAR HILL RD,2025,Residential,GENERAL,842000,842000,163000,163000,0,60202
08588048,8588048,007-827-741,LAND,,1440,EDGEWARE RD,2025,Residential,GENERAL,733000,733000,218000,218000,0,60203
08591011,8591011,005-687-098,LAND,,1481,HILLSIDE AVE,2025,Residential,GENERAL,605000,605000,64600,64600,0,60204
08590018,8590018,001-351-541,LAND,,2740,GOSWORTH RD,2025,Residential,GENERAL,793000,793000,269000,269000,0,60205
08589005,8589005,005-067-944,LAND,,3025,CEDAR HILL RD,2025,Residential,SCHOOL,842000,842000,163000,163000,0,60206
08588048,8588048,007-827-741,LAND,,1440,EDGEWARE RD,2025,Residential,SCHOOL,733000,733000,218000,218000,0,60207
08590026,8590026,007-146-426,LAND,,1444,WESTALL AVE,2025,Residential,SCHOOL,726000,726000,124000,124000,0,60208
08590018,8590018,001-351-541,LAND,,2740,GOSWORTH RD,2025,Residential,SCHOOL,793000,793000,269000,269000,0,60209
08589006,8589006,008-406-979,LAND,,2930,OSWALD RD,2025,Recreational,GENERAL,777000,0,0,0,777000,60210
08588049,8588049,001-618-768,LAND,,1436,EDGEWARE RD,2025,Residential,GENERAL,764000,764000,88100,88100,0,60211
08590027,8590027,001-401-726,LAND,,1442,WESTALL AVE,2025,Residential,GENERAL,724000,724000,143000,143000,0,60212
08590020,8590020,000-874-469,LAND,,1456,WESTALL AVE,2025,Residential,GENERAL,789000,789000,68500,68500,0,60213
08591011,8591011,005-687-098,LAND,,1481,HILLSIDE AVE,2025,Residential,SCHOOL,605000,605000,64600,64600,0,60214
08589006,8589006,008-406-979,LAND,,2930,OSWALD RD,2025,Recreational,SCHOOL,777000,0,0,0,777000,60215
08588049,8588049,001-618-768,LAND,,1436,EDGEWARE RD,2025,Residential,SCHOOL,764000,764000,88100,88100,0,60216
08590027,8590027,001-401-726,LAND,,1442,WESTALL AVE,2025,Residential,SCHOOL,724000,724000,143000,143000,0,60217
08590020,8590020,000-874-469,LAND,,1456,WESTALL AVE,2025,Residential,SCHOOL,789000,789000,68500,68500,0,60218
08591012,8591012,005-687-110,LAND,,1485,HILLSIDE AVE,2025,Residential,GENERAL,605000,605000,128000,128000,0,60219
08589007,8589007,008-406-987,LAND,,2870,OSWALD RD,2025,Recreational,GENERAL,777000,0,0,0,777000,60220
08588050,8588050,007-827-750,LAND,,1434,EDGEWARE RD,2025,Residential,GENERAL,795000,795000,83300,83300,0,60221
08590028,8590028,004-585-399,LAND,,1440,WESTALL AVE,2025,Residential,GENERAL,720000,720000,161000,161000,0,60222
08591012,8591012,005-687-110,LAND,,1485,HILLSIDE AVE,2025,Residential,SCHOOL,605000,605000,128000,128000,0,60223
08589007,8589007,008-406-987,LAND,,2870,OSWALD RD,2025,Recreational,SCHOOL,777000,0,0,0,777000,60224
08588050,8588050,007-827-750,LAND,,1434,EDGEWARE RD,2025,Residential,SCHOOL,795000,795000,83300,83300,0,60225
08590028,8590028,004-585-399,LAND,,1440,WESTALL AVE,2025,Residential,SCHOOL,720000,720000,161000,161000,0,60226
08591013,8591013,009-158-367,LAND,,1489,HILLSIDE AVE,2025,Residential,GENERAL,642000,642000,118000,118000,0,60227
08589008,8589008,008-406-995,LAND,,2860,OSWALD RD,2025,Recreational,GENERAL,777000,0,0,0,777000,60228
08588053,8588053,000-147-281,LAND,,1416,EDGEWARE RD,2025,Residential,GENERAL,810000,810000,267000,267000,0,60229
08590029,8590029,007-146-434,LAND,,1434,WESTALL AVE,2025,Residential,GENERAL,709000,709000,172000,172000,0,60230
08591013,8591013,009-158-367,LAND,,1489,HILLSIDE AVE,2025,Residential,SCHOOL,642000,642000,118000,118000,0,60231
08589008,8589008,008-406-995,LAND,,2860,OSWALD RD,2025,Recreational,SCHOOL,777000,0,0,0,777000,60232
08590029,8590029,007-146-434,LAND,,1434,WESTALL AVE,2025,Residential,SCHOOL,709000,709000,172000,172000,0,60233
08588053,8588053,000-147-281,LAND,,1416,EDGEWARE RD,2025,Residential,SCHOOL,810000,810000,267000,267000,0,60234
08591014,8591014,009-158-502,LAND,,1495,HILLSIDE AVE,2025,Residential,GENERAL,642000,642000,190000,190000,0,60235
08589009,8589009,008-407-002,LAND,,2850,OSWALD RD,2025,Recreational,GENERAL,777000,0,0,0,777000,60236
08590030,8590030,007-146-442,LAND,,1426,WESTALL AVE,2025,Residential,GENERAL,706000,706000,254000,254000,0,60237
08588054,8588054,002-625-903,LAND,,2903,CEDAR HILL RD,2025,Residential,GENERAL,735000,735000,181000,181000,0,60238
08591014,8591014,009-158-502,LAND,,1495,HILLSIDE AVE,2025,Residential,SCHOOL,642000,642000,190000,190000,0,60239
08590030,8590030,007-146-442,LAND,,1426,WESTALL AVE,2025,Residential,SCHOOL,706000,706000,254000,254000,0,60240
08588054,8588054,002-625-903,LAND,,2903,CEDAR HILL RD,2025,Residential,SCHOOL,735000,735000,181000,181000,0,60241
08591017,8591017,005-686-971,LAND,,1484,MYRTLE AVE,2025,Residential,GENERAL,795000,795000,73100,73100,0,60242
08588055,8588055,007-827-784,LAND,,2907,CEDAR HILL RD,2025,Residential,GENERAL,740000,740000,196000,196000,0,60243
08591017,8591017,005-686-971,LAND,,1484,MYRTLE AVE,2025,Residential,SCHOOL,795000,795000,73100,73100,0,60244
08589009,8589009,008-407-002,LAND,,2850,OSWALD RD,2025,Recreational,SCHOOL,777000,0,0,0,777000,60245
08590031,8590031,003-399-141,LAND,,1420,WESTALL AVE,2025,Residential,GENERAL,773000,773000,351000,351000,0,60246
08588055,8588055,007-827-784,LAND,,2907,CEDAR HILL RD,2025,Residential,SCHOOL,740000,740000,196000,196000,0,60247
08591018,8591018,005-464-625,LAND,,1476,MYRTLE AVE,2025,Residential,GENERAL,795000,795000,67000,67000,0,60248
08589010,8589010,008-407-011,LAND,,2840,OSWALD RD,2025,Recreational,GENERAL,777000,0,0,0,777000,60249
08590031,8590031,003-399-141,LAND,,1420,WESTALL AVE,2025,Residential,SCHOOL,773000,773000,351000,351000,0,60250
08588056,8588056,003-795-276,LAND,,2913,CEDAR HILL RD,2025,Residential,GENERAL,745000,745000,187000,187000,0,60251
08591018,8591018,005-464-625,LAND,,1476,MYRTLE AVE,2025,Residential,SCHOOL,795000,795000,67000,67000,0,60252
08589010,8589010,008-407-011,LAND,,2840,OSWALD RD,2025,Recreational,SCHOOL,777000,0,0,0,777000,60253
08590032,8590032,007-146-451,LAND,,1435,WESTALL AVE,2025,Residential,GENERAL,610000,610000,146000,146000,0,60254
08588056,8588056,003-795-276,LAND,,2913,CEDAR HILL RD,2025,Residential,SCHOOL,745000,745000,187000,187000,0,60255
08591019,8591019,000-128-350,LAND,,1468,MYRTLE AVE,2025,Residential,GENERAL,795000,795000,49400,49400,0,60256
08589011,8589011,008-407-029,LAND,,2830,OSWALD RD,2025,Recreational,GENERAL,778000,0,0,0,778000,60257
08590032,8590032,007-146-451,LAND,,1435,WESTALL AVE,2025,Residential,SCHOOL,610000,610000,146000,146000,0,60258
08588057,8588057,007-827-776,LAND,,2917,CEDAR HILL RD,2025,Residential,GENERAL,849000,849000,82200,82200,0,60259
08591019,8591019,000-128-350,LAND,,1468,MYRTLE AVE,2025,Residential,SCHOOL,795000,795000,49400,49400,0,60260
08589011,8589011,008-407-029,LAND,,2830,OSWALD RD,2025,Recreational,SCHOOL,778000,0,0,0,778000,60261
08590033,8590033,007-146-469,LAND,,1437,WESTALL AVE,2025,Residential,GENERAL,702000,702000,191000,191000,0,60262
08588057,8588057,007-827-776,LAND,,2917,CEDAR HILL RD,2025,Residential,SCHOOL,849000,849000,82200,82200,0,60263
08591020,8591020,005-686-997,LAND,,1460,MYRTLE AVE,2025,Residential,GENERAL,795000,795000,58600,58600,0,60264
08589012,8589012,008-407-037,LAND,,2820,OSWALD RD,2025,Recreational,GENERAL,777000,0,0,0,777000,60265
08590033,8590033,007-146-469,LAND,,1437,WESTALL AVE,2025,Residential,SCHOOL,702000,702000,191000,191000,0,60266
08588058,8588058,007-827-768,LAND,,2921,CEDAR HILL RD,2025,Residential,GENERAL,868000,868000,339000,339000,0,60267
08591020,8591020,005-686-997,LAND,,1460,MYRTLE AVE,2025,Residential,SCHOOL,795000,795000,58600,58600,0,60268
08589012,8589012,008-407-037,LAND,,2820,OSWALD RD,2025,Recreational,SCHOOL,777000,0,0,0,777000,60269
08588058,8588058,007-827-768,LAND,,2921,CEDAR HILL RD,2025,Residential,SCHOOL,868000,868000,339000,339000,0,60270
08590034,8590034,000-905-259,LAND,,1441,WESTALL AVE,2025,Residential,GENERAL,702000,702000,344000,344000,0,60271
08591021,8591021,009-158-081,LAND,,1450,MYRTLE AVE,2025,Residential,GENERAL,914000,914000,152000,152000,0,60272
08589013,8589013,000-428-400,LAND,,1472,STROUD RD,2025,Residential,GENERAL,786000,786000,201000,201000,0,60273
08588059,8588059,005-957-231,LAND,,2927,CEDAR HILL RD,2025,Residential,GENERAL,944000,944000,222000,222000,0,60274
08590034,8590034,000-905-259,LAND,,1441,WESTALL AVE,2025,Residential,SCHOOL,702000,702000,344000,344000,0,60275
08591021,8591021,009-158-081,LAND,,1450,MYRTLE AVE,2025,Residential,SCHOOL,914000,914000,152000,152000,0,60276
08589013,8589013,000-428-400,LAND,,1472,STROUD RD,2025,Residential,SCHOOL,786000,786000,201000,201000,0,60277
08588059,8588059,005-957-231,LAND,,2927,CEDAR HILL RD,2025,Residential,SCHOOL,944000,944000,222000,222000,0,60278
08590035,8590035,007-146-477,LAND,,1445,WESTALL AVE,2025,Residential,GENERAL,702000,702000,187000,187000,0,60279
08591022,8591022,000-262-064,LAND,,1440,MYRTLE AVE,2025,Residential,GENERAL,730000,730000,301000,301000,0,60280
08589014,8589014,005-553-229,LAND,,1468,STROUD RD,2025,Residential,GENERAL,787000,787000,359000,359000,0,60281
08588060,8588060,005-956-391,LAND,,2933,CEDAR HILL RD,2025,Residential,GENERAL,931000,931000,154000,154000,0,60282
08590035,8590035,007-146-477,LAND,,1445,WESTALL AVE,2025,Residential,SCHOOL,702000,702000,187000,187000,0,60283
08591022,8591022,000-262-064,LAND,,1440,MYRTLE AVE,2025,Residential,SCHOOL,730000,730000,301000,301000,0,60284
08588060,8588060,005-956-391,LAND,,2933,CEDAR HILL RD,2025,Residential,SCHOOL,931000,931000,154000,154000,0,60285
08590036,8590036,007-146-485,LAND,,1449,WESTALL AVE,2025,Residential,GENERAL,702000,702000,90900,90900,0,60286
08591023,8591023,000-028-207,LAND,,1436,MYRTLE AVE,2025,Residential,GENERAL,852000,852000,207000,207000,0,60287
08589014,8589014,005-553-229,LAND,,1468,STROUD RD,2025,Residential,SCHOOL,787000,787000,359000,359000,0,60288
08588061,8588061,003-899-632,LAND,,2939,CEDAR HILL RD,2025,Residential,GENERAL,1019000,1019000,127000,127000,0,60289
08591023,8591023,000-028-207,LAND,,1436,MYRTLE AVE,2025,Residential,SCHOOL,852000,852000,207000,207000,0,60290
08590036,8590036,007-146-485,LAND,,1449,WESTALL AVE,2025,Residential,SCHOOL,702000,702000,90900,90900,0,60291
08589015,8589015,005-553-172,LAND,,1464,STROUD RD,2025,Residential,GENERAL,772000,772000,205000,205000,0,60292
08588061,8588061,003-899-632,LAND,,2939,CEDAR HILL RD,2025,Residential,SCHOOL,1019000,1019000,127000,127000,0,60293
08591024,8591024,009-157-981,LAND,,1432,MYRTLE AVE,2025,Residential,GENERAL,852000,852000,214000,214000,0,60294
08590037,8590037,007-146-493,LAND,,1451,WESTALL AVE,2025,Residential,GENERAL,702000,702000,50400,50400,0,60295
08589015,8589015,005-553-172,LAND,,1464,STROUD RD,2025,Residential,SCHOOL,772000,772000,205000,205000,0,60296
018-243-410,8588063,018-243-410,STRATA,,2802,GOSWORTH RD,2025,Residential,GENERAL,564000,564000,255000,255000,0,60297
08591024,8591024,009-157-981,LAND,,1432,MYRTLE AVE,2025,Residential,SCHOOL,852000,852000,214000,214000,0,60298
08590037,8590037,007-146-493,LAND,,1451,WESTALL AVE,2025,Residential,SCHOOL,702000,702000,50400,50400,0,60299
08589016,8589016,005-553-121,LAND,,1460,STROUD RD,2025,Residential,GENERAL,750000,750000,168000,168000,0,60300
018-243-410,8588063,018-243-410,STRATA,,2802,GOSWORTH RD,2025,Residential,SCHOOL,564000,564000,255000,255000,0,60301
08591025,8591025,009-157-964,LAND,,1424,MYRTLE AVE,2025,Residential,GENERAL,852000,852000,234000,234000,0,60302
08590040,8590040,000-237-256,LAND,,1463,WESTALL AVE,2025,Residential,GENERAL,714000,714000,51600,51600,0,60303
08589016,8589016,005-553-121,LAND,,1460,STROUD RD,2025,Residential,SCHOOL,750000,750000,168000,168000,0,60304
018-243-428,8588064,018-243-428,STRATA,,1496,EDGEWARE RD,2025,Residential,GENERAL,588000,588000,263000,263000,0,60305
08591025,8591025,009-157-964,LAND,,1424,MYRTLE AVE,2025,Residential,SCHOOL,852000,852000,234000,234000,0,60306
08590040,8590040,000-237-256,LAND,,1463,WESTALL AVE,2025,Residential,SCHOOL,714000,714000,51600,51600,0,60307
08589017,8589017,005-553-105,LAND,,1456,STROUD RD,2025,Residential,GENERAL,750000,750000,258000,258000,0,60308
018-243-428,8588064,018-243-428,STRATA,,1496,EDGEWARE RD,2025,Residential,SCHOOL,588000,588000,263000,263000,0,60309
08591026,8591026,009-157-956,LAND,,1418,MYRTLE AVE,2025,Residential,GENERAL,852000,852000,180000,180000,0,60310
08590041,8590041,005-638-593,LAND,,1471,WESTALL AVE,2025,Residential,GENERAL,795000,795000,46200,46200,0,60311
